field	value	known_to_og_impkimmo
root	`shed	NO
root	`sheen	NO
root	`sheepfold	NO
root	`sheep	NO
root	`sheepskin	NO
root	`sheer	NO
root	`sheet	NO
root	`sheikh	NO
root	`sheik	NO
root	`shekel	NO
root	`shelf	NO
root	shel`lac	NO
root	`shell	NO
root	`shelter	NO
root	`shelve	NO
root	Shenan`doah	NO
root	she`nanigan	NO
root	she	NO
root	`shepherd	NO
root	`sherbet	NO
root	`sheriff	NO
root	`sherry	NO
root	`shew	NO
root	shh	NO
root	`shibboleth	NO
root	`shield	NO
root	`shift	NO
root	`shifty	NO
root	`shilling	NO
root	`shimmer	NO
root	`shimmy	NO
root	`shim	NO
root	`shinbone	NO
root	`shine	NO
root	`shingle	NO
root	`shin	NO
root	`Shinto	NO
root	`shipbuild	NO
root	`shipmate	NO
root	`ship	NO
root	`shipshape	NO
root	`shipwreck	NO
root	`shipyard	NO
root	`shire	NO
root	`shirk	NO
root	`shirr	NO
root	`shirt	NO
root	`Shiva	NO
root	`shiver	NO
root	shle`miel	NO
root	sh	NO
root	`shoal	NO
root	`shoat	NO
root	`shock	NO
root	`shoddy	NO
root	`shoehorn	NO
root	`shoelace	NO
root	`shoemake	NO
root	`shoe	NO
root	`shoestring	NO
root	`shoofly	NO
root	`shoo	NO
root	`shoot	NO
root	`shootout	NO
root	`shopkeep	NO
root	`shoplift	NO
root	`shop	NO
root	`shoptalk	NO
root	`shopworn	NO
root	`shoreline	NO
root	`shore	NO
root	short`change	NO
root	`shortcoming	NO
root	`shortcut	NO
root	`shortfall	NO
root	`shorthand	NO
root	`short	NO
root	`shorts	NO
root	`shortstop	NO
root	`shotgun	NO
root	`shot	NO
root	`shoulder	NO
root	should	NO
root	`shout	NO
root	`shovel	NO
root	`shove	NO
root	`showboat	NO
root	`showcase	NO
root	`showdown	NO
root	`shower	NO
root	`show	NO
root	`showpiece	NO
root	`showplace	NO
root	`showroom	NO
root	`shrapnel	NO
root	`shred	NO
root	`Shreveport	NO
root	`shrewd	NO
root	`shrew	NO
root	`shriek	NO
root	`shrift	NO
root	`shrike	NO
root	`shrill	NO
root	`shrimp	NO
root	`shrine	NO
root	`shrink	NO
root	`shrivel	NO
root	`shrive	NO
root	`shroud	NO
root	`shrub	NO
root	`shrug	NO
root	`shuck	NO
root	`shudder	NO
root	`shuffleboard	NO
root	`shuffle	NO
root	`shun	NO
root	`shunt	NO
root	`shutdown	NO
root	`shut	NO
root	`shutoff	NO
root	`shutout	NO
root	`shutter	NO
root	`shuttlecock	NO
root	`shuttle	NO
root	`shy	NO
root	Si`am	NO
root	Si`beria	NO
root	`sibilant	NO
root	`sibling	NO
root	`sib	NO
root	`sibyl	NO
root	`Sicily	NO
root	`sickle	NO
root	`sick	NO
root	`sickroom	NO
root	`sic	NO
root	`sidearm	NO
root	`sideband	NO
root	`sideboard	NO
root	`sideburn	NO
root	`sidecar	NO
root	`sidelight	NO
root	`sideline	NO
root	`sidelong	NO
root	`side	NO
root	si`dereal	NO
root	`sidesaddle	NO
root	`sideshow	NO
root	`sidestep	NO
root	`sidetrack	NO
root	`sidewalk	NO
root	`sidewall	NO
root	`sideway	NO
root	`sideways	NO
root	`sidewinder	NO
root	`sidle	NO
root	`Sidney	NO
root	`siege	NO
root	si`enna	NO
root	si`erra	NO
root	si`esta	NO
root	`sieve	NO
root	`sift	NO
root	`sigh	NO
root	`sight	NO
root	`sightsee	NO
root	`sigma	NO
root	`signal	NO
root	`signatory	NO
root	`signboard	NO
root	`signet	NO
root	sig`nificant	NO
root	`sign	NO
root	`signpost	NO
root	`sikh	NO
root	`silent	NO
root	silhou`ette	NO
root	`silica	NO
root	`silicate	NO
root	si`liceous	NO
root	si`licic	NO
root	`silicide	NO
root	`silicone	NO
root	`silicon	NO
root	`silken	NO
root	`silk	NO
root	`silkworm	NO
root	`sill	NO
root	`silly	NO
root	`silo	NO
root	`silt	NO
root	`silver	NO
root	`silversmith	NO
root	`silverware	NO
root	`similar	NO
root	`simile	NO
root	si`militude	NO
root	`simmer	NO
root	`simper	NO
root	`simple	NO
root	simpleton	NO
root	`simplex	NO
root	`simplicity	NO
root	sim`plistic	NO
root	`simulate	NO
root	`simulcast	NO
root	simultan`eity	NO
root	simul`taneous	NO
root	`Sinai	NO
root	since	NO
root	sin`cere	NO
root	`sinecure	NO
root	`sine	NO
root	`sinew	NO
root	`Singapore	NO
root	`singe	NO
root	`single	NO
root	`singlet	NO
root	`singleton	NO
root	`sing	NO
root	`singsong	NO
root	`singular	NO
root	`sinister	NO
root	`sinistral	NO
root	`sinkhole	NO
root	`sink	NO
root	`sin	NO
root	`sinter	NO
root	`sinuous	NO
root	`sinus	NO
root	`sinusoid	NO
root	`Sioux	NO
root	`siphon	NO
root	`sip	NO
root	`siren	NO
root	`sire	NO
root	`Sirius	NO
root	`sirloin	NO
root	`sir	NO
root	`sisal	NO
root	`siskin	NO
root	`sis	NO
root	`sister	NO
root	`sitcom	NO
root	`site	NO
root	`sit	NO
root	`situate	NO
root	`situs	NO
root	`Siva	NO
root	`sixgun	NO
root	`six	NO
root	`sixpence	NO
root	six`teen	NO
root	`sixty	NO
root	`size	NO
root	`sizzle	NO
root	`skate	NO
root	`skat	NO
root	`skeet	NO
root	`skeleton	NO
root	`skeptic	NO
root	`sketchbook	NO
root	`sketch	NO
root	`sketchpad	NO
root	`skewer	NO
root	`skew	NO
root	`skid	NO
root	`skiff	NO
root	`skillet	NO
root	`skill	NO
root	`skim	NO
root	`skimp	NO
root	`skinhead	NO
root	`skin	NO
root	`skinny	NO
root	`ski	NO
root	`skipjack	NO
root	`skip	NO
root	`skirmish	NO
root	`skirt	NO
root	`skit	NO
root	`skulk	NO
root	`skullcap	NO
root	`skullduggery	NO
root	`skull	NO
root	`skunk	NO
root	`skurry	NO
root	`skydive	NO
root	`skyhook	NO
root	`skyjack	NO
root	`skylark	NO
root	`skylight	NO
root	`skyline	NO
root	`sky	NO
root	`skyrocket	NO
root	`skyscraper	NO
root	`skyway	NO
root	`slab	NO
root	`slack	NO
root	`slacks	NO
root	`slag	NO
root	`slake	NO
root	`slam	NO
root	`slander	NO
root	`slang	NO
root	`slant	NO
root	`slap	NO
root	`slapstick	NO
root	`slash	NO
root	`slate	NO
root	`slat	NO
root	`slattern	NO
root	`slaughterhouse	NO
root	`slaughter	NO
root	`slave	NO
root	`slaver	NO
root	`Slav	NO
root	`slay	NO
root	`sleaze	NO
root	`sledgehammer	NO
root	`sledge	NO
root	`sled	NO
root	`sleek	NO
root	`sleep	NO
root	`sleepwalk	NO
root	`sleet	NO
root	`sleeve	NO
root	`sleigh	NO
root	`sleight	NO
root	`slender	NO
root	`sleuth	NO
root	`slew	NO
root	`slice	NO
root	`slick	NO
root	`slide	NO
root	`slight	NO
root	`slime	NO
root	`slim	NO
root	`sling	NO
root	`slingshot	NO
root	`slink	NO
root	`slinky	NO
root	`slip	NO
root	`slither	NO
root	`slit	NO
root	`sliver	NO
root	`slobber	NO
root	`slob	NO
root	`sloe	NO
root	`slogan	NO
root	`slog	NO
root	`sloop	NO
root	`slope	NO
root	`slop	NO
root	`sloppy	NO
root	`slosh	NO
root	`sloth	NO
root	`slot	NO
root	`slouch	NO
root	`slough	NO
root	`sloven	NO
root	`slowdown	NO
root	`slow	NO
root	`sludge	NO
root	`sluggard	NO
root	`sluggish	NO
root	`slug	NO
root	`sluice	NO
root	`slumber	NO
root	`slum	NO
root	`slump	NO
root	`slur	NO
root	`slurp	NO
root	`slurry	NO
root	`slush	NO
root	`slut	NO
root	`sly	NO
root	`smack	NO
root	`small	NO
root	`smallpox	NO
root	`Smalltalk	NO
root	`smalltime	NO
root	`smarmy	NO
root	`smart	NO
root	`smash	NO
root	`smatter	NO
root	`smear	NO
root	`smell	NO
root	`smelt	NO
root	`smile	NO
root	`smirk	NO
root	`smite	NO
root	smither`eens	NO
root	`smith	NO
root	`smithy	NO
root	`smock	NO
root	`smog	NO
root	`smokehouse	NO
root	`smoke	NO
root	`smokescreen	NO
root	`smokestack	NO
root	`smolder	NO
root	`smooch	NO
root	`smooth	NO
root	`smother	NO
root	`smudge	NO
root	`smuggle	NO
root	`smug	NO
root	`smut	NO
root	`snack	NO
root	`snafu	NO
root	`snag	NO
root	`snail	NO
root	`snake	NO
root	`snapdragon	NO
root	`snap	NO
root	`snappy	NO
root	`snapshot	NO
root	`snare	NO
root	`snark	NO
root	`snarl	NO
root	`snatch	NO
root	`snazzy	NO
root	`sneak	NO
root	`sneer	NO
root	`sneeze	NO
root	`snell	NO
root	`snicker	NO
root	`snick	NO
root	`snide	NO
root	`sniffle	NO
root	`sniff	NO
root	`snifter	NO
root	`snigger	NO
root	`snipe	NO
root	`snip	NO
root	`snippet	NO
root	`snippy	NO
root	`snivel	NO
root	`snob	NO
root	`snook	NO
root	`snoop	NO
root	`snooty	NO
root	`snooze	NO
root	`snore	NO
root	`snorkel	NO
root	`snort	NO
root	`snot	NO
root	`snout	NO
root	`snowball	NO
root	`snowdrop	NO
root	`snowfall	NO
root	`snowflake	NO
root	`snowmobile	NO
root	`snow	NO
root	`snowshoe	NO
root	`snowstorm	NO
root	`snub	NO
root	`snuffle	NO
root	`snuff	NO
root	`snuggle	NO
root	`snug	NO
root	`soak	NO
root	`soap	NO
root	`soapstone	NO
root	`soapsuds	NO
root	`soar	NO
root	`sober	NO
root	`sob	NO
root	`sobriquet	NO
root	`soccer	NO
root	`sociable	NO
root	`social	NO
root	so`ciety	NO
root	socioeco`nomic	NO
root	sociolin`guistic	NO
root	soci`ology	NO
root	soci`ometry	NO
root	`sociopath	NO
root	`socket	NO
root	`sock	NO
root	`Socrates	NO
root	`soda	NO
root	`sodden	NO
root	`sodium	NO
root	`sod	NO
root	`sodomy	NO
root	`sofa	NO
root	`soffit	NO
root	So`fia	NO
root	`softball	NO
root	`soft	NO
root	`software	NO
root	`softwood	NO
root	`soggy	NO
root	soi`gnee	NO
root	soi`gne	NO
root	`soil	NO
root	soi`ree	NO
root	`sojourn	NO
root	`solace	NO
root	`solar	NO
root	`solder	NO
root	`soldier	NO
root	`solecism	NO
root	`solemn	NO
root	`sole	NO
root	`solenoid	NO
root	so`licit	NO
root	so`licitous	NO
root	so`licitude	NO
root	soli`darity	NO
root	`solid	NO
root	`solidus	NO
root	so`liloquy	NO
root	`solipsism	NO
root	`solitaire	NO
root	`solitary	NO
root	`solitude	NO
root	`Solomon	NO
root	`solo	NO
root	`solstice	NO
root	`soluble	NO
root	`solute	NO
root	so`lution	NO
root	`solvate	NO
root	`solve	NO
root	`solvent	NO
root	So`malia	NO
root	`soma	NO
root	so`matic	NO
root	`somber	NO
root	`sombre	NO
root	`somebody	NO
root	`someday	NO
root	`somehow	NO
root	some	NO
root	`someone	NO
root	`someplace	NO
root	`somersault	NO
root	`something	NO
root	`sometime	NO
root	`sometimes	NO
root	`somewhat	NO
root	`somewhere	NO
root	somme`lier	NO
root	`somnolent	NO
root	`sonar	NO
root	so`nata	NO
root	`songbook	NO
root	`song	NO
root	`sonic	NO
root	`sonnet	NO
root	`son	NO
root	so	NO
root	`sonogram	NO
root	`sonorant	NO
root	so`nority	NO
root	`sonorous	NO
root	`soon	NO
root	`soothe	NO
root	`soothsay	NO
root	`soot	NO
root	`sophism	NO
root	so`phisticate	NO
root	`sophist	NO
root	`sophomore	NO
root	`sop	NO
root	sopo`rific	NO
root	so`prano	NO
root	`sora	NO
root	`sorb	NO
root	`sorcery	NO
root	`sordid	NO
root	`sore	NO
root	`sorghum	NO
root	so`rority	NO
root	`sorrel	NO
root	`sorrow	NO
root	`sorry	NO
root	`sortie	NO
root	`sort	NO
root	souf`fle	NO
root	`soul	NO
root	`sound	NO
root	`soundproof	NO
root	`sou	NO
root	`soup	NO
root	`source	NO
root	`sourdough	NO
root	`sour	NO
root	`souse	NO
root	`southbound	NO
root	south`easterly	NO
root	south`eastern	NO
root	south`east	NO
root	`southerly	NO
root	`southerner	NO
root	`southern	NO
root	`southland	NO
root	`south	NO
root	`southpaw	NO
root	south`westerly	NO
root	south`westerner	NO
root	south`western	NO
root	south`west	NO
root	souve`nir	NO
root	sou'`wester	NO
root	`sovereign	NO
root	`soviet	NO
root	sov`khoz	NO
root	`sowbelly	NO
root	`sow	NO
root	`soya	NO
root	`soybean	NO
root	`soy	NO
root	`spacecraft	NO
root	`space	NO
root	`spacesuit	NO
root	`spade	NO
root	spa`ghetti	NO
root	`Spain	NO
root	`spandrel	NO
root	`spangle	NO
root	`Spaniard	NO
root	`spaniel	NO
root	`Spanish	NO
root	`spank	NO
root	`span	NO
root	`spa	NO
root	`spare	NO
root	`sparge	NO
root	`sparkle	NO
root	`spark	NO
root	`spar	NO
root	`sparrow	NO
root	`sparse	NO
root	`Sparta	NO
root	`spasm	NO
root	spas`modic	NO
root	`spastic	NO
root	`spate	NO
root	`spat	NO
root	`spatter	NO
root	`spatula	NO
root	`spavin	NO
root	`spawn	NO
root	`spay	NO
root	`speakeasy	NO
root	`speak	NO
root	`spearhead	NO
root	`spearmint	NO
root	`spear	NO
root	`special	NO
root	`species	NO
root	spe`cific	NO
root	`specify	NO
root	`specimen	NO
root	`specious	NO
root	`speckle	NO
root	`speck	NO
root	`spectacle	NO
root	`spectacles	NO
root	spec`tacular	NO
root	`spectator	NO
root	`specter	NO
root	`spectral	NO
root	`spectre	NO
root	`spectrogram	NO
root	`spectrograph	NO
root	spec`trography	NO
root	spec`trometer	NO
root	spectropho`tometer	NO
root	`spectroscope	NO
root	spec`troscopy	NO
root	`spectrum	NO
root	`specular	NO
root	`speculate	NO
root	`speculum	NO
root	`speech	NO
root	`speedboat	NO
root	`speed	NO
root	speed`ometer	NO
root	`speedup	NO
root	`spellbound	NO
root	`spell	NO
root	`spend	NO
root	sperma`ceti	NO
root	sper`matophyte	NO
root	`sperm	NO
root	`spew	NO
root	`sphagnum	NO
root	`sphere	NO
root	`spherule	NO
root	`sphinx	NO
root	`spice	NO
root	`spider	NO
root	`spiel	NO
root	`spiffy	NO
root	`spigot	NO
root	`spikenard	NO
root	`spike	NO
root	`spill	NO
root	`spinach	NO
root	`spindle	NO
root	`spine	NO
root	`spinnaker	NO
root	`spinneret	NO
root	`spin	NO
root	`spinoff	NO
root	`spinster	NO
root	`spiral	NO
root	`spire	NO
root	`spirit	NO
root	`spite	NO
root	`spitfire	NO
root	`spit	NO
root	`spittle	NO
root	`spitz	NO
root	`splash	NO
root	`splat	NO
root	`splatter	NO
root	`splay	NO
root	`spleen	NO
root	`splendid	NO
root	`splendor	NO
root	`splendour	NO
root	`splenetic	NO
root	`splice	NO
root	`spline	NO
root	`splinter	NO
root	`splint	NO
root	`split	NO
root	`splotch	NO
root	`splurge	NO
root	`splutter	NO
root	`spoil	NO
root	Spo`kane	NO
root	`spoke	NO
root	`spokesman	NO
root	`spokesperson	NO
root	`spokeswoman	NO
root	`sponge	NO
root	`sponsor	NO
root	sponta`neity	NO
root	`spontaneous	NO
root	`spoof	NO
root	`spook	NO
root	`spool	NO
root	`spoon	NO
root	`spoor	NO
root	spo`radic	NO
root	`spore	NO
root	`sport	NO
root	`sports	NO
root	`sportswear	NO
root	`spotlight	NO
root	`spot	NO
root	`spouse	NO
root	`spout	NO
root	`sprain	NO
root	`sprawl	NO
root	`spray	NO
root	`spread	NO
root	`spreadsheet	NO
root	`spree	NO
root	`sprightly	NO
root	`sprig	NO
root	`springboard	NO
root	`spring	NO
root	`springtime	NO
root	`sprinkle	NO
root	`sprint	NO
root	`sprite	NO
root	`sprocket	NO
root	`sprout	NO
root	`spruce	NO
root	`spry	NO
root	`spud	NO
root	`spume	NO
root	spu`moni	NO
root	`spunk	NO
root	`spurge	NO
root	`spurious	NO
root	`spurn	NO
root	`spur	NO
root	`spurt	NO
root	`sputnik	NO
root	`sputter	NO
root	`sputum	NO
root	`spyglass	NO
root	`spy	NO
root	`squabble	NO
root	`squab	NO
root	`squad	NO
root	`squadron	NO
root	`squalid	NO
root	`squall	NO
root	`squalor	NO
root	`squamous	NO
root	`squander	NO
root	`square	NO
root	`squash	NO
root	`squat	NO
root	`squawk	NO
root	`squaw	NO
root	`squeak	NO
root	`squeal	NO
root	`squeamish	NO
root	`squeegee	NO
root	`squeeze	NO
root	`squelch	NO
root	`squid	NO
root	`squint	NO
root	`squire	NO
root	`squirm	NO
root	`squirrel	NO
root	`squirt	NO
root	`squishy	NO
root	`stabile	NO
root	`stable	NO
root	`stab	NO
root	stac`cato	NO
root	`stack	NO
root	`stadium	NO
root	`staff	NO
root	`stagecoach	NO
root	`stage	NO
root	`stagestruck	NO
root	`stagger	NO
root	`stagnant	NO
root	`stagnate	NO
root	`stag	NO
root	`staid	NO
root	`stain	NO
root	`staircase	NO
root	`stair	NO
root	`stairway	NO
root	`stairwell	NO
root	`stake	NO
root	sta`lactite	NO
root	`stalemate	NO
root	`stale	NO
root	`stalk	NO
root	`stallion	NO
root	`stall	NO
root	`stalwart	NO
root	`stamen	NO
root	`stamina	NO
root	`staminate	NO
root	`stammer	NO
root	stam`pede	NO
root	`stamp	NO
root	`stance	NO
root	`stanchion	NO
root	`stanch	NO
root	`standard	NO
root	`standby	NO
root	`stand	NO
root	`standoff	NO
root	`standpoint	NO
root	`standstill	NO
root	`stannic	NO
root	`stannous	NO
root	`stanza	NO
root	`staph	NO
root	staphylo`coccus	NO
root	`staple	NO
root	`starboard	NO
root	`starch	NO
root	`stare	NO
root	`starfish	NO
root	`stargaze	NO
root	`stark	NO
root	`starlight	NO
root	`starling	NO
root	`star	NO
root	`startle	NO
root	`start	NO
root	`startup	NO
root	`starve	NO
root	`stash	NO
root	`stasis	NO
root	`state	NO
root	`stateroom	NO
root	`statesman	NO
root	`statewide	NO
root	`static	NO
root	`stationary	NO
root	`stationery	NO
root	`stationmaster	NO
root	`station	NO
root	sta`tistic	NO
root	`stator	NO
root	`statuary	NO
root	`statue	NO
root	`stature	NO
root	`status	NO
root	status-quo	NO
root	`statute	NO
root	`staunch	NO
root	`stave	NO
root	`stay	NO
root	`steadfast	NO
root	`stead	NO
root	`steady	NO
root	`steak	NO
root	`steal	NO
root	`stealth	NO
root	`steamboat	NO
root	`steam	NO
root	`stedfast	NO
root	`steed	NO
root	`steel	NO
root	`steeple	NO
root	`steep	NO
root	`steer	NO
root	`stein	NO
root	`stellar	NO
root	`stem	NO
root	`stench	NO
root	`stencil	NO
root	sten`ography	NO
root	`step	NO
root	`steppe	NO
root	stere`ography	NO
root	`stereo	NO
root	stereo`phonic	NO
root	stere`oscopy	NO
root	`stereotype	NO
root	`sterile	NO
root	`sterling	NO
root	`sternal	NO
root	`stern	NO
root	`sternum	NO
root	`steroid	NO
root	`stertorous	NO
root	`stethoscope	NO
root	`stevedore	NO
root	`steward	NO
root	`stew	NO
root	`stickleback	NO
root	`stickle	NO
root	`stick	NO
root	`stickpin	NO
root	`stiff	NO
root	`stifle	NO
root	`Stigand	NO
root	`stigma	NO
root	`stile	NO
root	sti`letto	NO
root	`stillbirth	NO
root	`stillborn	NO
root	`still	NO
root	`stilted	NO
root	`stilt	NO
root	`stimulant	NO
root	`stimulate	NO
root	`stimulus	NO
root	`sting	NO
root	`stingy	NO
root	`stink	NO
root	`stint	NO
root	`stipend	NO
root	`stipple	NO
root	`stipulate	NO
root	`stir	NO
root	`stirrup	NO
root	`stitch	NO
root	sto`chastic	NO
root	stock`ade	NO
root	`stockbroker	NO
root	`stockholder	NO
root	Stockholm	NO
root	`stocking	NO
root	`stock	NO
root	`stockpile	NO
root	`stockroom	NO
root	`stocky	NO
root	`stodgy	NO
root	stoichi`ometry	NO
root	`stoic	NO
root	`stoke	NO
root	`stolid	NO
root	`stomach	NO
root	`stomp	NO
root	`Stonehenge	NO
root	`stone	NO
root	`stonewall	NO
root	`stoneware	NO
root	`stooge	NO
root	`stool	NO
root	`stoop	NO
root	`stopgap	NO
root	`stop	NO
root	`stopover	NO
root	`stopwatch	NO
root	`storehouse	NO
root	`storekeep	NO
root	`store	NO
root	`storeroom	NO
root	`stork	NO
root	`stormbound	NO
root	`storm	NO
root	`storyboard	NO
root	`story	NO
root	`storyteller	NO
root	`stout	NO
root	`stove	NO
root	`stowaway	NO
root	`stow	NO
root	stra`bismic	NO
root	`strabismus	NO
root	`straddle	NO
root	`strafe	NO
root	`straggle	NO
root	`straightaway	NO
root	straight`forward	NO
root	`straight	NO
root	`straightway	NO
root	`strain	NO
root	`straiten	NO
root	`strait	NO
root	`strand	NO
root	`strange	NO
root	`stranger	NO
root	`stranglehold	NO
root	`strangle	NO
root	`strangulate	NO
root	`strap	NO
root	`stratagem	NO
root	`strategy	NO
root	`stratify	NO
root	`stratosphere	NO
root	`stratum	NO
root	`strawberry	NO
root	`strawflower	NO
root	`straw	NO
root	`stray	NO
root	`streak	NO
root	`streamline	NO
root	`stream	NO
root	`streetcar	NO
root	`street	NO
root	`strength	NO
root	`strenuous	NO
root	strepto`coccus	NO
root	`stress	NO
root	`stretch	NO
root	`stretto	NO
root	`strew	NO
root	`stria	NO
root	`striated	NO
root	`striate	NO
root	`strict	NO
root	`stricture	NO
root	`stride	NO
root	`strident	NO
root	`strife	NO
root	`strikebreak	NO
root	`strike	NO
root	`stringent	NO
root	`string	NO
root	`stripe	NO
root	`strip	NO
root	`striptease	NO
root	`strive	NO
root	`strobe	NO
root	strobo`scopic	NO
root	`stroke	NO
root	`stroll	NO
root	`stronghold	NO
root	`strongman	NO
root	`strong	NO
root	`strongroom	NO
root	`strontium	NO
root	`strophe	NO
root	`strop	NO
root	`structure	NO
root	`struggle	NO
root	`strum	NO
root	`strut	NO
root	`strychnine	NO
root	`stubble	NO
root	`stubborn	NO
root	`stub	NO
root	`stucco	NO
root	`student	NO
root	`studio	NO
root	`stud	NO
root	`study	NO
root	`stuff	NO
root	`stuffy	NO
root	`stultify	NO
root	`stumble	NO
root	`stump	NO
root	`stun	NO
root	`stunt	NO
root	`stupefy	NO
root	stu`pendous	NO
root	`stupid	NO
root	`stupify	NO
root	`stupor	NO
root	`sturdy	NO
root	`sturgeon	NO
root	`stutter	NO
root	`Stuttgart	NO
root	`style	NO
root	`stylus	NO
root	`stymie	NO
root	`styrene	NO
root	`styrofoam	NO
root	`Styx	NO
root	`suave	NO
root	sub`altern	NO
root	sub`due	NO
root	sub`jective	NO
root	`subject	NO
root	sub`ject	NO
root	`subjugate	NO
root	sub`junctive	NO
root	`sublimate	NO
root	sub`lime	NO
root	sub`liminal	NO
root	`submarine	NO
root	sub`merse	NO
root	sub`mit	NO
root	`sub	NO
root	sub`ordinate	NO
root	sub`poena	NO
root	`subrogate	NO
root	sub`scribe	NO
root	sub`servient	NO
root	sub`sidiary	NO
root	`subsidy	NO
root	sub`sist	NO
root	`substance	NO
root	`substantive	NO
root	sub`stituent	NO
root	`substitute	NO
root	`substrate	NO
root	sub`sume	NO
root	`subterfuge	NO
root	subter`ranean	NO
root	subter`raneous	NO
root	`subtle	NO
root	sub`tracter	NO
root	sub`tract	NO
root	`subtrahend	NO
root	`suburb	NO
root	sub`vention	NO
root	sub`vert	NO
root	suc`ceed	NO
root	suc`cess	NO
root	suc`cinct	NO
root	`succor	NO
root	`succour	NO
root	`succubus	NO
root	`succulent	NO
root	suc`cumb	NO
root	`suchlike	NO
root	`such	NO
root	`suckle	NO
root	`suck	NO
root	Su`dan	NO
root	`sudden	NO
root	`suds	NO
root	`suede	NO
root	`sue	NO
root	`suet	NO
root	Su`ez	NO
root	`suffer	NO
root	suf`fice	NO
root	`suffix	NO
root	`suffocate	NO
root	`Suffolk	NO
root	`suffragan	NO
root	`suffrage	NO
root	suf`fuse	NO
root	`sugarcane	NO
root	sugar`coat	NO
root	`sugar	NO
root	sug`gest	NO
root	`suicide	NO
root	`suitcase	NO
root	`suite	NO
root	`suit	NO
root	`suitor	NO
root	`sulfa	NO
root	`sulfate	NO
root	`sulfide	NO
root	`sulfite	NO
root	sul`fonamide	NO
root	`sulfur	NO
root	`sulk	NO
root	`sulky	NO
root	`sullen	NO
root	`sully	NO
root	`sulphur	NO
root	`sultanate	NO
root	`sultan	NO
root	`sultry	NO
root	`sumac	NO
root	Su`matra	NO
root	`Sumer	NO
root	summa-cum-laude	NO
root	`summand	NO
root	`summary	NO
root	`summertime	NO
root	`summit	NO
root	`summon	NO
root	`sum	NO
root	`sump	NO
root	`sumptuous	NO
root	`sunbathe	NO
root	`sunbeam	NO
root	`sunbonnet	NO
root	`sunburn	NO
root	`sunburnt	NO
root	`Sunday	NO
root	`sunder	NO
root	`sundew	NO
root	`sundial	NO
root	`sundown	NO
root	`sundry	NO
root	`sunfish	NO
root	`sunflower	NO
root	`sunglasses	NO
root	`sunlight	NO
root	`sunlit	NO
root	`sun	NO
root	`sunrise	NO
root	`sunset	NO
root	`sunshade	NO
root	`sunshine	NO
root	`sunspot	NO
root	`suntan	NO
root	super`annuate	NO
root	su`perb	NO
root	super`cilious	NO
root	super`ficial	NO
root	super`fluity	NO
root	su`perfluous	NO
root	superin`tend	NO
root	su`perior	NO
root	su`perlative	NO
root	super`lunary	NO
root	su`pernal	NO
root	super`natant	NO
root	`super	NO
root	super`pose	NO
root	super`sede	NO
root	super`stition	NO
root	super`stitious	NO
root	super`vene	NO
root	`supervise	NO
root	`supine	NO
root	`sup	NO
root	sup`plant	NO
root	`supplement	NO
root	`supple	NO
root	`supplicate	NO
root	sup`ply	NO
root	sup`port	NO
root	sup`pose	NO
root	sup`pository	NO
root	sup`press	NO
root	`supra	NO
root	su`preme	NO
root	sur`cease	NO
root	`sure	NO
root	`surface	NO
root	sur`factant	NO
root	sur`feit	NO
root	`surf	NO
root	`surge	NO
root	`surgeon	NO
root	`surgery	NO
root	`surgical	NO
root	`Suriname	NO
root	`surly	NO
root	sur`mise	NO
root	sur`mount	NO
root	sur`pass	NO
root	`surplus	NO
root	sur`prise	NO
root	sur`render	NO
root	surrep`titious	NO
root	`surrey	NO
root	`surrogate	NO
root	sur`roundings	NO
root	sur`round	NO
root	sur`tout	NO
root	sur`veil	NO
root	`survey	NO
root	sur`vey	NO
root	sur`vive	NO
root	sus`ceptible	NO
root	`sushi	NO
root	`suspect	NO
root	sus`pect	NO
root	sus`penders	NO
